Date,VFV.TO,VDY.TO,VMO.TO,FCUV.TO,FCUQ.TO,INAI.TO,MNT.TO
2012-06-19,,,,,,,19.329999923706055
2012-06-20,,,,,,,19.030000686645508
2012-06-21,,,,,,,18.5
2012-06-22,,,,,,,18.760000228881836
2012-06-25,,,,,,,19.040000915527344
2012-06-26,,,,,,,18.920000076293945
2012-06-27,,,,,,,18.81999969482422
2012-06-28,,,,,,,18.86000061035156
2012-06-29,,,,,,,19.1200008392334
2012-07-03,,,,,,,19.239999771118164
2012-07-04,,,,,,,18.549999237060547
2012-07-05,,,,,,,19.020000457763672
2012-07-06,,,,,,,18.940000534057617
2012-07-09,,,,,,,19.010000228881836
2012-07-10,,,,,,,18.799999237060547
2012-07-11,,,,,,,18.719999313354492
2012-07-12,,,,,,,18.559999465942383
2012-07-13,,,,,,,18.670000076293945
2012-07-16,,,,,,,18.780000686645508
2012-07-17,,,,,,,18.709999084472656
2012-07-18,,,,,,,18.510000228881836
2012-07-19,,,,,,,18.520000457763672
2012-07-20,,,,,,,18.670000076293945
2012-07-23,,,,,,,18.600000381469727
2012-07-24,,,,,,,18.690000534057617
2012-07-25,,,,,,,18.799999237060547
2012-07-26,,,,,,,18.850000381469727
2012-07-27,,,,,,,18.829999923706055
2012-07-30,,,,,,,18.770000457763672
2012-07-31,,,,,,,18.690000534057617
2012-08-01,,,,,,,18.739999771118164
2012-08-02,,,,,,,18.5
2012-08-03,,,,,,,18.510000228881836
2012-08-07,,,,,,,18.540000915527344
2012-08-08,,,,,,,18.25
2012-08-09,,,,,,,18.260000228881836
2012-08-10,,,,,,,18.239999771118164
2012-08-13,,,,,,,18.190000534057617
2012-08-14,,,,,,,18.079999923706055
2012-08-15,,,,,,,18.079999923706055
2012-08-16,,,,,,,18.170000076293945
2012-08-17,,,,,,,18.209999084472656
2012-08-20,,,,,,,18.280000686645508
2012-08-21,,,,,,,18.399999618530273
2012-08-22,,,,,,,18.549999237060547
2012-08-23,,,,,,,18.649999618530273
2012-08-24,,,,,,,18.700000762939453
2012-08-27,,,,,,,18.6200008392334
2012-08-28,,,,,,,18.649999618530273
2012-08-29,,,,,,,18.579999923706055
2012-08-30,,,,,,,18.61000061035156
2012-08-31,,,,,,,18.81999969482422
2012-09-04,,,,,,,18.969999313354492
2012-09-05,,,,,,,18.899999618530273
2012-09-06,,,,,,,18.8799991607666
2012-09-07,,,,,,,19.11000061035156
2012-09-10,,,,,,,19.049999237060547
2012-09-11,,,,,,,19.09000015258789
2012-09-12,,,,,,,19.040000915527344
2012-09-13,,,,,,,19.299999237060547
2012-09-14,,,,,,,19.440000534057617
2012-09-17,,,,,,,19.270000457763672
2012-09-18,,,,,,,19.36000061035156
2012-09-19,,,,,,,19.350000381469727
2012-09-20,,,,,,,19.309999465942383
2012-09-21,,,,,,,19.3700008392334
2012-09-24,,,,,,,19.40999984741211
2012-09-25,,,,,,,19.399999618530273
2012-09-26,,,,,,,19.229999542236328
2012-09-27,,,,,,,19.260000228881836
2012-09-28,,,,,,,19.239999771118164
2012-10-01,,,,,,,19.450000762939453
2012-10-02,,,,,,,19.530000686645508
2012-10-03,,,,,,,19.5
2012-10-04,,,,,,,19.5
2012-10-05,,,,,,,19.31999969482422
2012-10-09,,,,,,,19.229999542236328
2012-10-10,,,,,,,19.059999465942383
2012-10-11,,,,,,,19.059999465942383
2012-10-12,,,,,,,19.059999465942383
2012-10-15,,,,,,,18.790000915527344
2012-10-16,,,,,,,19.0
2012-10-17,,,,,,,18.899999618530273
2012-10-18,,,,,,,18.969999313354492
2012-10-19,,,,,,,18.93000030517578
2012-10-22,,,,,,,18.989999771118164
2012-10-23,,,,,,,18.690000534057617
2012-10-24,,,,,,,18.729999542236328
2012-10-25,,,,,,,18.84000015258789
2012-10-26,,,,,,,18.799999237060547
2012-10-29,,,,,,,18.799999237060547
2012-10-30,,,,,,,18.84000015258789
2012-10-31,,,,,,,18.950000762939453
2012-11-01,,,,,,,18.850000381469727
2012-11-02,,,,,,,18.5
2012-11-05,,,,,,,18.520000457763672
2012-11-06,,,,,,,18.670000076293945
2012-11-07,,,,,,,18.799999237060547
2012-11-08,20.370283126831055,14.68234157562256,,,,,18.969999313354492
2012-11-09,20.2960262298584,14.658407211303713,,,,,18.899999618530273
2012-11-12,20.27126693725586,14.718243598937988,,,,,18.899999618530273
2012-11-13,20.27952003479004,14.670373916625977,,,,,18.950000762939453
2012-11-14,20.13926696777344,14.478907585144045,,,,,18.950000762939453
2012-11-15,19.858753204345703,14.35327434539795,,,,,18.829999923706055
2012-11-16,19.982507705688477,14.359251022338867,,,,,19.0
2012-11-19,20.24652671813965,14.628497123718262,,,,,18.829999923706055
2012-11-20,20.238269805908203,14.658407211303713,,,,,18.950000762939453
2012-11-21,20.34552001953125,14.658407211303713,,,,,18.86000061035156
2012-11-22,20.461030960083008,14.819952964782717,,,,,18.850000381469727
2012-11-23,20.469282150268555,14.88576316833496,,,,,18.969999313354492
2012-11-26,20.518779754638672,14.873790740966797,,,,,18.950000762939453
2012-11-27,20.48578453063965,14.843873023986816,,,,,18.920000076293945
2012-11-28,20.48578453063965,14.857646942138672,,,,,18.6299991607666
